free_text,label_id
ông đưa mẹ mồm đi,1
"mé có c hết, nghĩ gì vậy má",1
"ngoc chu đme, ăn sáng",1
nguyễn_tài koi c?,1
Không bỏ,1
tự_hào còn có nhiều admin fanpage ngu nhất thế_giới nữa,1
ti đô qua vn tạo cánh hoa kiểu này nó cho clck!,1
. nan,1
im mẹ...,1
k iu nhau cũng phải có đụ,1
sale &,1
Dân ta gọi là đú mà,1
Mà thị ngọc duyên mày cũng v chứ khác đéo đâu xớ,1
chua rồi người lại rẽ như bây_giờ,1
Con này tởm thật,1
cháu cũng thích con cặc j,1
bê đê...,1
Mẹ nhé,1
: hó_hé đéo,1
giọng ca hảm chết cdm ng nghê luôn được share cái j,1
cân thận nó lại keu phản_động!,1
stupid rất mạnh,1
đọc mấy dòng cuối tức muốn điên...,1
minh thông thì kiêng bú cu chứ ko thể bớt chuyện cười đc,1
thật_ra thì nó đéo thích là đéo bh thích nó chỉ biết đợi đợi xem có cái kèo mới ngon hơn thơm hơn không thoi mà không có thì vẫn có thằng ngu mà đứng đó đợi mình nó lo_lắng dại đéo gì mà nói ra cho nó biết mình là nó không thích mình lỡ mình bỏ đi thì toi gọi là bỏ thì tiếc mà mình muốn lấy món đấy dai nhai tốn thời_gian nên tốt nhất vứt mẹ đi kiếm món mới cho lành,1
dm ông nói_phét à cái áo cổ đã quá l cụ rồi,1
chac bj co mat day nao hach nich ni linh_tinh thoi chu dua nao ma ngu hon ca cho moi sua ra cau nay,1
không_thể tha_thứ cho loại mat bẩn này,1
kệ tổ nhà mình chứ mắc_mớ gì thế,1
thua lào vs campuchia rùi vs thụt_lùi cmne,1
lý_do đứa con gái chấp_nhận yêu xa là thằng đó nó giàu vailou hết,1
mẹ đang bận đi chợ lại gọi đi khét quất,1
Tóc dầy như đít trâu,1
chỉ người đứng ra thì làm được gì khi tất_cả tất_cả những kẻ đó chỉ biết đứng đó nhìn xem gió thổi hướng nào ta bay theo chiều đó,1
bữa nghe bảo anh này nhiễm phóng_xạ nằm viện này_nọ cơ_mà,1
cmt nhớ mang theo não!,1
đít nè người đi,1
sắp trầm_cảm cmnr nhiều tâm_sự cứ giữ mãi vào tim và che dấu bằng nụ cười,1
ý_thức như thể dị đó,1
cai...,1
dân_gian nước ta gọi là mặt dầy,1
ngáo.,1
cái lỗ to như lỗ trâu mà_còn ngột_ngạt hít hết cả khí trời của ngta rồi còn!,1
ngứa hết cây cặc,1
quần jeans là có thật à,1
chán!,1
ôi thơm_tho j ko co quan_hệ thì vào lam cung bị đào_thải mấy nghanh ma dân thuong vn ko bao gio vao đx cong an quan đội ngan hang nha ma nếu không đừng mơ mà vào nếu vao trong cung có cu_li ma vat cho tui no đm,1
.. v,1
"thuỳ trang, chưa dc giá_tiền s tắt cmnr nhạc vs nhẽo",1
nứng nứng mà,1
bênh bênh luôn nè ahihi,1
thế_là bạn nằm yên cho nó hiếp_dâm à v,1
hot boy đáng_ra phải là pónk dơ chứ nhỉ,1
Phan nguyễn_cát vy cljv con,1
: ngồi xàm lol,1
tuân nguyễn_no lai cay sinh ra,1
- bồng_bềnh,1
chưa bao_giờ nền giáo_dục được như ngày nayHọc_sinh nữ lột quần_áo đánh nhau ngoài đường học_sinh nam đứng cổ_vũ thầy_giáo giao_cấu với học_trò đến có_thai cô thì đánh học_sinh đến nhập_viện cấp_cứu học_sinh ra đường thấy du_côn đánh nhau như truyện kiếm_hiệp đấy mới là hạnh_phúc hả ông,1
kakaka khùng_khùng?,1
Ti dơ vc,1
vl handsome :,1
nghe loáng_thoáng nó về rồi đó mày dẫn nó đi đụ đi,1
_Model muốn nói_gì,1
mà mệt quá nói mẹ đi,1
nhớ giữ_mồm_giữ_miệng chứ trong tù là hay bị mắc tội lạ lắm đấy,1
"nhắn thêm chữ địt chị mày nữa, vlon a êi",1
Vocl,1
đây là một vấn_đề hết_sức!,1
loằng_ngoằng thì được cái éo gì mà ông thích loằng_ngoằng thế trên Vvl,1
cánh đồng đây,1
cái...,1
Về đây đây ăn mẹ di,1
căn_bản : crush vailon k biết tỏ_tình con nào,1
đúng mà què,1
vì_thế vn bây_giờ thua cả...,1
"nhanh, các ông",1
đ hiểu kiểu ai sờ tai như c,1
cay răng dái,1
nó biết mình nó đã yêu nó luôn chứ bắt phải đợi làm lồn gì đợi chỉ là lí_do để nó tìm xem có kèo nào ngon hơn không thôi,1
giáo_án cái gì đây,1
Hành_vi giả_tạo vcl,1
"huế đêm trung_thu, xách lồn đi chơi v",1
"choy heu minh said mr ba coung con cu, co los hahaha",1
vãi :,1
mặc kiểu như là tao cá ổng vừa ỉa xong đéo thể khác được,1
ăn_mặc như cái quần,1
chị của thằng phúc ox đó bà_con cho em xin chị lạy,1
"dân_chủ ở đâu, các bạn à tên của nó là bảo_hiểm_bắt_buộc mà",1
sao to bop vú bà ngoại,1
chế_độ hiện_thời chỉ còn tồn_tại nhờ vào dối_trá và mị_dân,1
tao đéo!,1
Bố nó sống tới tận giờ đc nhỉ,1
phúc là làm kiểu ta_đây giàu đi chơi du_lịch khắp mấy vùng dịch chơi ấy mà,1
địt_mẹ đến là hài cướp như_thế mà nó chỉ bắt vì tội gây_rối trật_tự công_cộng cái tội này là tội máu lồn mà dân oan đi khiếu_kiện nó cũng vu tội người ta tội này được rồi thì thanh_niên ra quảng_trường chơi chúng_nó cũng vu tội này nhưng tuyệt_nhiên vu cho lũ lưu_manh dlv đánh người giữa phố mới đéo được tội này đâu,1
Sao chưa ae,1
nói như shjt làm nô_lệ cho bọn nào cũng khổ cả tự_thân vận_động,1
dm tôn : không trông chán,1
Đàn con cac,1
nhị thắng ông a chốt : câu lên top luôn vãi cả nồi,1
duy vâu đcm cà khìa :,1
khùng là khùng,1
bảo_hiểm các nước đ nào chả đòi nộp v tai_nạn ra ai thanh_toán v bóp cái tít cũng ngu v,1
bán những cái_nước hoa xạo,1
thây tôn tiên nha chi hong mây chi co y thưc,1
đéo giống ai ở cái trái_đất này,1
cận cl dân_nghèo rớt ra xây cái chợ giá_tiền mil usd,1
Thắng giả,1
cái mỏ l n trong tiểu_phẩm hài khẩu nghiệp,1
cảm_ơn!,1
phcmnr,1
nguyễn_hữu minh mua đôi này hàng này đủ cả bitis real cmnr chất_lượng ăn_đứt con hàng dởm này,1
chị ba thử đăng video của tổng_thống mĩ đi,1
"lê_hà thư, lol j đây",1
nghe mà muốn làm cái đth đm,1
đi ngược với chính_sách ngu_dân chỉ có chết,1
chửi bậy cũng có phải có vì page này giải_trí vĩ lòn thích thích,1
tiên_tri gi? là tri thần_kinh,1
Hdm phát_biểu vây coi dân nhu đồ ngu chắc,1
tính tạo khối nhưng fail cmnr,1
"dụ,",1
trong nguyen này còn đẹp hơn bài này,1
ngon mẹ gì không ăn nhỉ,1
lik đâu!,1
mẹ làm răng bon tao vl,1
Khi con bú trên bố bú dưới,1
cay vãi!,1
con!,1
Tôi nhớ mang vinh_quang về nghệ_sĩ hài_hước clm,1
bố tổ_sư súng bắn không trúng để tao đập 1 phát chẳng lòi phèo ra cạn_lời,1
Nhỏ mà dơ,1
nhìn svch,1
oc ba đâu chi co j.,1
mo mom ra biet ngu nghi sao cho tu nhin,1
ăn_mặc riết chẳng ra_gì,1
bên mĩ nổi có đánh bom,1
đó là sự tinh_tế kèm thêm một_chút vãi loz,1
toang cmnr top chưa có mà_lại thế.,1
vu thuy bich vy cai nết ia md?,1
"thần_kinh,",1
câu cữa miệng với má nó,1
Kabui,1
mòn đít hàng ngày,1
Cây lồn má,1
hài_lòng del!,1
"đoạn đầu gay,",1
hic ừ thì mình ko có tiền mua rep nhưng mình đủ tiền có brand việt dùng sướng vl chứ hong phải hong có giày ko ạ,1
"đã đi xem và thấy phim đéo gay_cấn gì cả, có hiệu_ứng âm_thanh âm_thanh là như_vậy có_lẽ bộ phim mang tới cái triết_lý nào đó",1
con chó còn có :,1
ôi.,1
Rồi lại như ỉa ra ăn lại,1
ý_thức như :,1
rút con kẹc rút cái quài,1
Bây_giờ đứng dẩy là thành ca_sĩ đc rồi thế_mà đợt trước a bảnh về đội chắc cũng làm ca_sĩ nổi_tiếng đéo phải đi tù ý nhờ,1
Hàng ngày đi làm ô xin như con chó bên mỹ mà nó đá dập mu bàn_chân rồi nên đi đái cũng khó sợ nó nhức,1
vu : huong vãi lol,1
giống nào đ nào dc,1
Già đéo biết ngại à,1
tai bã như tai trâu mắt thì mù nên ai nói gì được v,1
a làm e nộp đơn xin đi cmnr và cái kết vô rồi sml ra cực_kỳ thuyết_phục,1
"giống,",1
dương hiếu?,1
thanhuy nguyen...,1
đm hết hình lựa vì sao mà lựa ngay quả ảnh hãm loz thật,1
chửi cái q gì ko làm theo quy_trình thì bị loại đúng rồi,1
Bây_giờ chúng_nó bán hết rồi còn đâu mà của mình,1
Xx,1
kimthy : quần sang_trọng lich lãm làm tăng sự chú_ý của cô ý vào con đường của bạn,1
dm Cái gì rồi cũng đến tay tao sói said,1
coi gì cũng ức_chế v đm chơi chắc đập luôn,1
đc vai lôn a.,1
Yêu tao lao,1
vcl :,1
kg hiểu người có não kg lúc còn ăn_chơi nhẩy_múa là người chê_bai đất_nước đến lúc gặp hoạ thì chạy khỏi quê_hương đúng là lúc gặp hoạ mới biết đất_nước nào là ân_tình,1
tuổi giá_tiền từ gãy sừng trâu lên giá_tiền thì càng lên level đề_nghị các bạn đái nhẹ ị khẽ địt duyên khéo lại gặp tường,1
nguyễn_nhật long vl :,1
này là del có tí nhân_phẩm nào nên nó.,1
cà_khịa...,1
sinh ra để t bắn chết mẹ nó,1
mấy người hỏi dịch k phải do chị nhung đưa về để rồi mấy ngày trước đã gặp chị nhung để chúc_mừng chưa,1
lê_chánh huy vl nhật của mình dữ v,1
abe moi noi cl gi.,1
gia minh thầy bị camp chứ đánh bc đâu mà quăng mạnh vcl ra ấy,1
Muôn mặt đàn_ông cái tiếng đàn_bà bán nam bán nữ,1
nhìn ngok nghếch...,1
nghe đến đoạn cuối thông đít nhau hàng ngày vcl,1
nhung phạm giống mình đi kh quen nghe mùi máy_lạnh là ói sml,1
"nói mấy người nghèo cho chết, v trc đó gửi đồ về cho minh để làm từ_thiện del gì",1
sau vc :,1
từ_bi mà chửi đụ cha đụ_mẹ,1
hông cho tụi tui được nghỉ mà thắng thắng cái đà,1
t đọc mà t tức!,1
Refuck nhé đôi bạn trẻ,1
con ăn_chơi sa_đéc,1
xạo l n quen chưa bạn ơi,1
Mini khựa story,1
anh ta trinh kệ mẹ nhà tôi hihi,1
nhìn mặt k co tí gì gọi là phúc_hậu?,1
xạo lol để giựt tiền của ta,1
Người này vào đồn ca về hay bị trúng_gió thế,1
nhìn theo vcl,1
như các thầy ạ,1
ngực nhỏ hơn đi,1
tưởng tưởng c tưởng_nhớ khi sống lại à đm,1
mẹ nó lunge mà thối qúa trời,1
sa béo nhìn lvl,1
Cứ bỏ giá_tiền cả cuộc_đời ra để cười tốn thời_gian mà đéo đc cl gì,1
giá_tiền nhanh rồi kêu chậm cái dm,1
đc đc đái anh ưi,1
nứng qá abe?,1
hiếu bến_tre tk / trâu có khác hơ,1
vay cho con du_học xây nhà mà v,1
To như lồn ok,1
bộ tài_nguyên và môi_trường chết mẹ đau hết rôi,1
nói thì hay n lúc thực_hiện lại chán vãi lồng,1
nghe mà thấy nhục_nhã ăn_nói vô_học,1
Con de roi lai con lam chuyện,1
Để mẹ luôn đi chứ tạm cl,1
theo mình thì treo_cổ đi chứ đừng nguyền_rủa,1
xờ lờ?,1
trinh ở ngoài đéo ai thèm ngó đâu anh cứ an_tâm ở đây,1
"địit, thép đây sao",1
có c ý tin người :,1
làm đéo gì có vụ thắng kiện phải trả án_phí ngu người,1
méo hiểu thể_loại fashion gì luôn nhìn bẩn con.,1
nhìn bộ trên tường vs cái ghế là đúng kiểu bạo!,1
họ coi_trọng cái sĩ của họ thực_ra nó vì sĩ_diện còn thực_tế họ là lu ăn_cháo_đá_bát thuong cảm cho họ có não có nhu không,1
Quần vừa khít đít luôn,1
chắc lão đại_biểu này ít đọc báo nên hơi bị mù thông_tin bây_giờ ra đường gặp trẻ trâu thì bị đấm lúc_nào chả đấy nhé,1
st ngu mức này còn cop không được đm,1
ý_thức cộng_đồng đ có thì ac sống làm_chi z.,1
nó xạo và thèm chém chết mẹ nó,1
ai ko biết nhục cũng có_thể cười thật tươi cũng được đó cũng là cách giải_quyết!,1
má ơi kìa trời,1
phạm mạng thì lag chứ chậm c,1
thế đéo nào xin_lỗi câu nói xong v,1
lúc còn thời ta chửi ng ta hết thời rồi ra cái vẻ đẹp vớ_vẩn vl,1
dạng háng bắt chéo buscu chứ gì thầy,1
Haq đem clip đi kt liền,1
mầm_mống tai_hoạ của đất_nước,1
tây nó tưởng điên cắm trại,1
tham_nhũng...,1
Đời ko chừa thứ gì kể_cả bê_tông,1
vl h ơi,1
mvp c gì tầm.,1
""" fake",1
loại động_đậy,1
Rau_má,1
vậy là ngay tại nhà mình mà đầy_rẫy những kẻ tồi_tệ vậy sao hại người sẽ thành hại chính mình thôi,1
vl bỏ từng giây cuộc_đời ra để cười tốn thời_gian mà đéo đc cl?,1
bi benh ao tuong trong nghiep nhi,1
tên bán nam giả nữ,1
"cho e hỏi, lên thiên_đường cơm sườn sắp xong chưa ạ chứ dân trả phí cao quá",1
nói cái gì vậy_mà cứ thấy đụ má đụ cha vs vàng,1
dm n chán,1
có khùng quá mà chết đi,1
Kẻ nói ra vì muốn ăn giá_tiền tĩ nên bán cái lương_tâm vốn đã rách_rưới để chê khoa_học_gia nhật,1
Đây nè chơi đi,1
Cho con cak,1
con này phải có cdg mà ăn,1
ủa em đẹp chỗ nào vậy,1
dang khoa tôi đã bảo : thôi k nghe ông thấy mấy đứa tự nhuc vào sủa chưa,1
ong lân ôi ong xảm quá.,1
"ui giồi, kinh quá",1
đù là thùng_rỗng_kêu_to,1
cho vào túi nilon thả xuống_nước chứ cách_ly làm gì tốn chi_phí nhà_nước,1
an thanh chuyen do van hoa vay ma than tuong,1
"dương_vật, team à em nhầm linh vật ớ lại nhầm linh_hồn",1
đập chết nó luôn,1
má fong rộng z a la ngột_ngạt me nó,1
tất_cả vì mấy thằng bụng phệ óc mỡ quản_lí!,1
sắp xuống lỗ?,1
cực_kỳ thuyết con_mẹ thái phục,1
sáng nghe các đài_phát_thanh của công_an phường ra_rả kết_luận mà nghe nực_cười quá_thể hoá_ra mấy ngày qua điều_tra các kiểu cũng quay lại giả_thuyết ban_đầu theo phía trường cung_cấp vậy thì điều_tra quái gì cứ điều_tra bất_chấp ngay từ đầu luôn đi cho gọn quả_báo tới từng người bây_giờ nhanh lắm,1
quả nhạc : đcđ,1
vualonemlabaonhieu...,1
ý_thức còn kém hơn điểm toán của con,1
đừng lấy lí_do trời mưa em ko làm đc nha anh già anh trốn việc hơi lâu r đấy kệ em giải đi mấy giải thái_lan ai mà thèm em chỉ thèm giải ao làng của anh thôi,1
Mọi người,1
phong_cách thì thần_kinh nó mong_manh lắm,1
Chết hết đi rồi chết cuộc_sống thật mong_manh,1
xem dc trên toàn thấy nói đạo_lý chả có đéo là bổ_ích,1
giống cây cặc,1
Ai cũng đéo tin,1
sao không mở_đầu bẳng câu địt_mẹ nghe hay phải hấp dẩn hơn không,1
đọc cmt mà tức.,1
"đúng là ngưu tầm ngưu ăn_chơi phè_phỡn ở nc ngoài rồi, lúc bệnh thì mới nhớ đến mình tổ_quốc",1
"chuẩn có nhiều người giỏi cào, ăn_vạ lắm",1
Con me cai lơi vi tui nay,1
"cái này là hàng thiệt con quỹ này bán hàng dõm giá_tiền, bạn tui có mua hàng về xài thử như bình nước lạnh nt hỏi thì bị chặn lúc trước mình cũg tưởng uy_tín mà nge nói dậy lúc nó live mình vô hỏi bị nó nói ln lừa_đảo",1
kiếp bóng_gió sống được lâu năm mà sao ko giữ được cái nết vậy,1
ủa rồi nhiều tiền để mang vàng về hay gì,1
vcl : cứt mũi,1
chờ holoz,1
nhìn mặt đã thấy chán mà_còn nhiệm_kì thì các con_mẹ nó luôn rui,1
thối_nát...,1
doanh_nghiệp và dân phần ưu_ái luôn là bên dn họ chi mạnh có thế_lực nhiều khi là sân sau cho quan_chức dân đi tìm đồng_minh thì cạch chính_quyền ra tránh xa con dao đó dân chỉ là kẻ thấp_cổ_bé_họng mà chính_quyền là luật luật là một bàn_tay luôn có_mặt,1
dơ?,1
phim dở vl ạ : nữ chính đơ hơn nữ phụ,1
trông khổ vãi đái mong bác quay lại với tổ_quốc,1
xaolon xưi,1
nó chưa hợp_lý vl,1
tẩy_chay là xong mõm vs bọn ngu làm gì n là ng của cty?,1
lồn đâu có cái gì cũng biết nhưng thiếu cái lồn,1
Mất bóng,1
minh đanh vinh biêt cao lôn?,1
tuổi lồn :,1
đm cây cừ tao ỉa,1
mịa bao đời đời đéo dẹp được ông thăng lên được mấy tháng thì cũng thế đéo nào ngay được nói ngu vl,1
đéo phải...,1
Rlao nói_chuyện hoan tưởng,1
nhìn nứng gkê ak l ơi,1
chán đéo nói.,1
biết_điều là tốt ko t cho xuống cầu thì là chít mẹ,1
nguyễn hạnh vì cái máu lồn,1
Em dậy thật,1
đậu_xanh rau_má thằng dlv nào vào hỏi dùm cái chủ_đề này cái v giải_thích sao định_hướng xhcn mà nói nhiều vậy,1
dm tao buồn quá_trời luôn ý,1
hieu trung ưng vc :,1
trần công_luận đúng phai phat tù vi gay bao nhieu nguoi bao nhat tử...,1
xuất_khẩu gạo còn bị trả về vì trên mức an_toàn thì làm_ăn j nữa,1
Cá puồi,1
biết_bao nhiu mới vào được không ăn_hối_lộ thì có cức à khj nào mới hồi vốn chứ ng ta là dân làm_ăn mà,1
dạo này nó cho truyền_thông nhiều tiền nhưng im hẳn khá lâu,1
loại này chỉ có mỗi cu vào mồm,1
đi cách_ly chứ đâu phải làm du_lịch,1
đũng là đ có trải_nghiệm riêng nên mới khó,1
nói ý_kiến cá_nhân mình mà bị gọi là phản_động xàm vl,1
thứ bóng của,1
Cocac,1
học chôn chất_thải độc_hại gần nguồn nước cho dân uống nữa nha,1
chửi nhiều lắm nhưng đéo xoay_chuyển đc j khi nào dân đéo ngán nữa thì ắt có mùa xuân,1
kinh_doanh mà suốt ngày báo lỗ kinh_doanh để ăn lol ak dkm,1
anh cũng said an lon roi cac ban oi,1
tao đi cướp cặc tiếp đây,1
"nó cố_ý, vô_tình sống tới giờ vậy",1
cả cũng chỉ là như nhau thoi khỏi so_sánh,1
tổ_chức cắt toang rồi,1
- cm,1
nghe con...,1
Đĩa đen có cl ý,1
nói ý_thức như đb thì tội cho đb. đ m,1
– nẫu ruột,1
đíu tin em luôn,1
dkm chửi nhiều lắm chửi hay lắm,1
như người khùng,1
bon cho chú biêt ăn thôi,1
bình nguyễn_tao đéo lấy đc tiền mày ạ tao điên người,1
Vovl,1
lộc phát...,1
Đổi mồm sang đéo chịu dc k,1
keny lâm có share rồi đó keny từ hồi dịch ế còn đéo hỏi khách luôn sắm q gì nữa hụhụ,1
cái đmn chứ cá chết mấy tháng rồi mới xét_nghiệm bưng_bít hết,1
ben my sao cung minh quai thái nua vay troi song lam gi be chat dat,1
cà_khịa t...,1
đào bảo khánh sẵn đồ đá nhiều đâm_ra ngáo anh nhỉ,1
Vị hợp sâm wtf,1
ra_rả tau làm như cương_quyết bảo_vệ môi_trường lắm nhưng tau vẫn cho nhiệt_điện làm nhé tụi bay tréo gì đc đúng là đừng nghe những gì chúng nói,1
thuyết?,1
dân_đen ăn không hết rồi đkm d,1
"hoang_mang,",1
thứ phân dơ,1
chỉ là lại móc tiền ra cho cày view thôi mà hay c j đâu,1
con chó điên đã vào sủa vừa cắn,1
Ý mỉa_mai vc cơ_mà tao thích,1
minh khánh đr b bài này t hông hơi ngứa xíu,1
/ vãi l,1
... hết cả hậu,1
vl...,1
chụp cái ảnh thôi làm đéo gì đâu cho phiền,1
mất lịch_sự thì!,1
óc nó được nhồi đậu_phụ thối mà so_sánh như thế_này là ad sai rồi,1
nhìn cái mặt muốn cho chó cắn,1
Đđm chúng_nó sáng_chế toàn nông_dân,1
ko bít đầu_đuôi câu_chuyện ra sao lúc trước hùa nhau chưởi người ta h rồi ta h quay lại cắn khẩu nghiệp tạo nghiệp,1
cái mặt trông như côn_đồ vậy,1
cái này là tiếp_nối các cụ nhà nó nhé,1
mình mua chai ove sịt nhứ cái quần què thấy mình hôi ghê luôn,1
má mắc...,1
chị thích mặc bikini ngon vailon,1
anh_em có đọc cuốn dạy làm người của anh_tuấn tặng chưa nếu chưa biết ném cmn đi nhé ảnh viết sách tặng sách xong giờ ảnh ko nhớ không biết triệu đô_la là tiền gì luôn á à lắm,1
phụng mỹ e lai dưới lon rồi lại lên,1
nghe như bị hiếp_dâm vậy!,1
cởi mẹ đi mặc trưa vc,1
cà_khịa đi xíu nhào vô chửi cm,1
chửi hay bên kia thì cavata làm như quan_tâm lắm trong nước không nói toàn thứ ngu nhà dại ngoài đường,1
t k m nổi thời_trang,1
phá_sản thì làm đĩ đực thôi abr,1
nghe giọng em quá abe,1
trần huỳnh như rồi nghe nhiều chuyện buồn quá cũng k hông nha đang bus cu tự_nhiên nghĩ ra chuyện buồn xong là khóc ròng_rã,1
"anh_thư mấy h đag bú cho chồng c, hay cười dị á cái giờ c thèm ổng đ cho c bú nữa",1
chẳng_qua dân mình ngu_dốt học luật giao_thông thì bố thằng này làm bậy dm,1
chính_phủ nidale của khoa nay đã lớn,1
khiếp cái quả mồm của người đấy chắc huyền_thoại cmnr,1
toàn giáo_án máu não chảy ngược,1
đkm dơ :,1
Hãy đi,1
đm cái mỏ như mỏ_vịt thề kêu thè_lè thấy ghê jk nào dừa chắc oke,1
Logic gì đây,1
Gà què là có thật,1
nứng quá abe oi chơi e ko abe,1
nói chz xàm?,1
bởi méo coi phim vn svl,1
Cây khí đú,1
người có vợ mặc cái lìn gì chẳng đẹp người bt nó bảo là.,1
uống nước xong ngồi đợi đ chết,1
Thông_tin trên,1
đm chuẩn_bị đi học tiếng tàu thôi là vừa,1
dân indo t thấy đéo hiểu nội_dung nó nói về cái gì,1
không biết tốt xấu chất phát như nào nhưng nghe giá_tiền đời ck thì phát khiếp r không_lẽ Mỗi lần ck đều là lỗi của ck phải sửa lại nếu_như ai còn biết miền tây đời ck là với ai nhưng giá_tiền đời thì thật là kịn khủng tởm,1
cho...,1
đm cuộc_đời nên có độ n mệt vl rồi nói như ông độ nghĩ đm việt_nam n loạn vl,1
Em giong biet dot nat k dao duc,1
như đã luôn,1
"khó_chịu,",1
cực_kì kì,1
hơ hơ ms c an huyện mà bày_đặt lên_giọng xin_lỗi cô ba vàng_mã c an tỉnh nhà con còn chưa coi đã mắt huốn j c an huyện chú con là đại_biểu Hội_đồng_nhân_dân tỉnh mà_còn còn dám lên_giọng nổ quá đr ở mĩ có k hk h ms là_lạ,1
buồn quá k biết_mấy cái tượng nghìn tỷ có bị chnc k nữa,1
hay_ho con cặc j mà tối_ngày đụ với quan địt,1
kb đẹp ở điểm nào mà phanh ra,1
Cách ghi nguồn,1
đang vi_phạm thì im_re xong_xuôi rồi thì kiểm_tra rà_soát sau đó thay_đổi pháp_lý để chính_thức công_nhận vi_phạm hỏi sao ko kiểm_tra xử_lý thì nhân đc câu trl là ko hay_biết lực_lượng nên cần thời_gian kiểm_tra,1
dui cùng em ơi bóp dú bóp lồn tao ns mà cừ bò,1
bảo xuyên ơi nhìn em rưng_rưng nước_đái!,1
ngu thì chết chứ bệnh_tật j cũng lại làm j,1
ăn_mặc còn thua ng!,1
trong thời_buổi nước_sôi_lửa_bỏng này mà vẫn có kẻ nhận_thức kém vậy,1
Lúc đó dính ạc lq vip vãi lồn ra,1
cái loz cát!,1
địt_mẹ cái giường này tao nằm ở đây cũng nhiều rồi đấy trích lời anh tôi trong buổi sờ trym tối hôm_kia,1
Seabe,1
At con_mẹ đang ăn cơm thì đến đoạn bôi c mũi c mèo đức phan_ạ,1
tôi còn tưởng nó chưa đăng_ký cái lồn,1
khác gì tát vào mặt thằng soang choảnh?,1
Phải lồn chứ hot girl,1
trần trung_tín vãi lồn?,1
chó hùa?,1
nốn lừng là,1
Watanabe vailon,1
đeo hieu kieu...,1
"bê, mà",1
trần nhật các cụ nói câu đã ngu còn hay sủa,1
nhìn sao con điếm vậy,1
ở hàn gọi là chiếc lá còn Việt_Nam là lá chà bồn,1
tr ơi hãy uống nữa đi cho một thứ nước_đái nghe đắng_cay trong quần,1
tao còn đang chờ kỷ_luật bỏ_mẹ lên đây,1
vl anh_em nhà này độ đông thế cơ à giống nhau y_sì,1
Quan nội m,1
Biết là vay lồn vay lắm mà,1
